order_id,customer_id,employee_id,order_date,order_status,shipping_method,shipping_address,shipping_cost
710,3693,432,2023-10-24,Cancelled,Overnight,"7717 Main St, San Francisco, CA",11.44
711,965,98,2025-08-21,Shipped,Express,"5662 Maple Dr, Phoenix, AZ",13.25
712,6461,218,2022-11-01,Shipped,Overnight,"3389 Pine Rd, Denver, CO",3.55
713,3845,4,2024-06-06,Delivered,Express,"1225 Willow Way, Indianapolis, IN",12.07
714,4005,364,2023-10-20,Delivered,Overnight,"981 Oak Ave, Houston, TX",8.96
715,4455,79,2022-05-27,Shipped,Overnight,"4705 Elm St, Philadelphia, PA",8.73
716,4127,370,2024-11-22,Shipped,Overnight,"4738 Elm St, Philadelphia, PA",13.39
717,648,56,2024-12-12,Shipped,Overnight,"5077 Elm St, San Francisco, CA",1.61
718,7844,260,2022-05-21,Delivered,Standard,"8362 Oak Ave, Austin, TX",16.53
719,5188,221,2025-04-24,Delivered,Standard,"9885 Main St, Denver, CO",1.06
720,4755,143,2024-07-23,Delivered,Overnight,"3819 Main St, San Antonio, TX",10.11
721,3585,78,2025-04-21,Cancelled,Express,"7855 Elm St, Los Angeles, CA",1.46
722,6562,484,2024-07-23,Cancelled,Standard,"8690 Birch Blvd, Fort Worth, TX",5.15
723,6163,67,2023-04-18,Pending,Overnight,"7861 Maple Dr, Los Angeles, CA",2.66
724,1253,313,2023-08-18,Shipped,Overnight,"7834 Main St, Phoenix, AZ",10.23
725,5479,280,2022-10-19,Delivered,Standard,"3922 Oak Ave, Columbus, OH",9.64
726,7470,82,2025-05-26,Shipped,Express,"1489 Main St, Seattle, WA",11.26
727,6501,444,2025-01-14,Delivered,Standard,"5566 Pine Rd, San Jose, CA",14.61
728,1524,236,2022-12-21,Cancelled,Standard,"6330 Oak Ave, Jacksonville, FL",2.73
729,4455,310,2022-09-12,Cancelled,Standard,"4705 Elm St, Philadelphia, PA",11.81
730,1569,490,2023-05-04,Cancelled,Overnight,"9540 Birch Blvd, Denver, CO",11.66
731,6811,444,2025-05-29,Pending,Standard,"8628 Maple Dr, Chicago, IL",19.32
732,5213,280,2023-04-03,Cancelled,Overnight,"3911 Maple Dr, Houston, TX",6.9
733,3818,161,2022-04-15,Pending,Standard,"5897 Maple Dr, Columbus, OH",18.04
734,394,344,2024-06-19,Shipped,Express,"6416 Oak Ave, Chicago, IL",4.37
735,1393,165,2022-11-01,Delivered,Overnight,"2115 Willow Way, Columbus, OH",16.65
736,1823,355,2025-02-09,Delivered,Express,"1848 Oak Ave, Washington, DC",9.62
737,5974,130,2022-07-03,Cancelled,Overnight,"9579 Willow Way, New York, NY",16.69
738,7435,125,2025-01-12,Shipped,Express,"5252 Pine Rd, Phoenix, AZ",10.56
739,3779,280,2022-07-03,Delivered,Express,"963 Birch Blvd, Denver, CO",2.48
740,389,424,2024-05-12,Shipped,Express,"336 Oak Ave, Houston, TX",14.72
741,172,171,2025-07-16,Delivered,Express,"5204 Pine Rd, Philadelphia, PA",13.99
742,1079,72,2024-11-27,Delivered,Standard,"3311 Main St, Washington, DC",19.21
743,4167,276,2023-09-24,Cancelled,Overnight,"698 Oak Ave, San Antonio, TX",0.62
744,5247,421,2022-06-30,Delivered,Overnight,"4048 Oak Ave, Indianapolis, IN",1.37
745,3976,33,2022-02-19,Cancelled,Standard,"2241 Main St, San Diego, CA",11.75
746,5423,344,2022-05-27,Pending,Overnight,"6713 Oak Ave, Fort Worth, TX",8.97
747,1356,324,2025-11-30,Cancelled,Overnight,"5088 Oak Ave, Columbus, OH",5.9
748,6381,26,2024-11-10,Cancelled,Overnight,"5915 Maple Dr, Denver, CO",1.14
749,379,393,2024-06-23,Delivered,Overnight,"9892 Oak Ave, Denver, CO",4.19
750,7815,358,2022-07-24,Shipped,Standard,"3633 Elm St, Denver, CO",18.02
751,4260,475,2023-11-18,Delivered,Express,"4711 Cedar Ln, New York, NY",8.63
752,1706,177,2024-06-08,Delivered,Express,"8861 Birch Blvd, Houston, TX",10.71
753,5260,242,2023-05-14,Shipped,Express,"9689 Main St, Denver, CO",16.09
754,579,174,2024-01-29,Cancelled,Overnight,"5598 Pine Rd, Charlotte, NC",1.87
755,6175,124,2023-02-13,Cancelled,Standard,"8740 Pine Rd, San Francisco, CA",0.27
756,4546,36,2023-05-03,Delivered,Standard,"2970 Maple Dr, Washington, DC",13.13
757,7932,283,2022-09-21,Pending,Express,"3062 Birch Blvd, Dallas, TX",0.24
758,961,41,2025-10-04,Pending,Overnight,"9840 Main St, Columbus, OH",12.19
759,1301,58,2022-09-21,Shipped,Overnight,"2015 Willow Way, San Francisco, CA",1.89
760,1477,214,2024-04-27,Shipped,Overnight,"7604 Birch Blvd, San Francisco, CA",11.9
761,1069,140,2022-02-08,Delivered,Overnight,"1541 Maple Dr, Los Angeles, CA",2.29
762,2386,143,2022-01-28,Delivered,Overnight,"4740 Elm St, Denver, CO",15.21
763,6066,285,2024-05-10,Cancelled,Express,"402 Birch Blvd, Philadelphia, PA",8.66
764,3624,444,2023-06-15,Pending,Overnight,"1821 Main St, Dallas, TX",3.13
765,3032,294,2022-03-08,Cancelled,Express,"9808 Willow Way, Phoenix, AZ",19.84
766,3669,242,2022-11-03,Cancelled,Standard,"5684 Pine Rd, San Antonio, TX",2.73
767,7336,266,2023-03-13,Pending,Overnight,"915 Pine Rd, San Diego, CA",17.66
768,4875,417,2022-08-14,Shipped,Overnight,"7372 Oak Ave, San Jose, CA",3.94
769,7183,1,2023-01-13,Pending,Standard,"6292 Willow Way, San Jose, CA",10.53
770,5456,203,2023-01-27,Shipped,Overnight,"6026 Birch Blvd, Indianapolis, IN",4.05
771,753,189,2024-11-30,Delivered,Standard,"9736 Pine Rd, Chicago, IL",6.81
772,4532,119,2022-08-18,Pending,Express,"1793 Pine Rd, San Jose, CA",19.81
773,4313,26,2025-08-26,Cancelled,Standard,"5525 Cedar Ln, New York, NY",10.5
774,4041,440,2022-10-13,Cancelled,Standard,"5774 Maple Dr, Columbus, OH",4.63
775,7553,393,2024-05-09,Cancelled,Express,"3374 Oak Ave, Los Angeles, CA",17.01
776,408,269,2024-08-03,Cancelled,Express,"9672 Cedar Ln, Los Angeles, CA",19.77
777,4262,465,2022-05-16,Pending,Express,"306 Willow Way, San Francisco, CA",19.57
778,2439,44,2022-04-13,Pending,Overnight,"795 Willow Way, San Jose, CA",4.14
779,4637,392,2025-10-09,Cancelled,Overnight,"7816 Elm St, Washington, DC",4.49
780,2941,117,2022-12-20,Cancelled,Standard,"552 Willow Way, Charlotte, NC",15.83
781,5724,259,2025-03-30,Shipped,Standard,"4713 Pine Rd, Washington, DC",12.99
782,4071,241,2024-11-06,Pending,Overnight,"900 Elm St, Indianapolis, IN",6.37
783,7444,29,2023-01-16,Cancelled,Overnight,"8761 Birch Blvd, Houston, TX",0.16
784,682,23,2023-05-24,Pending,Express,"4809 Birch Blvd, Houston, TX",9.15
785,4287,307,2022-04-18,Cancelled,Overnight,"2533 Birch Blvd, Austin, TX",11.24
786,619,192,2023-06-09,Delivered,Express,"726 Oak Ave, Dallas, TX",0.75
787,4042,261,2025-11-12,Delivered,Overnight,"4870 Elm St, Houston, TX",12.08
788,6821,272,2025-07-29,Cancelled,Express,"4491 Maple Dr, Chicago, IL",7.65
789,4652,135,2022-01-14,Delivered,Express,"9421 Oak Ave, Charlotte, NC",17.29
790,7829,462,2023-03-17,Delivered,Overnight,"7637 Birch Blvd, Seattle, WA",16.79
791,3909,428,2023-10-30,Shipped,Overnight,"7667 Maple Dr, Houston, TX",16.72
792,2477,422,2024-10-04,Pending,Overnight,"130 Pine Rd, Jacksonville, FL",4.77
793,1888,49,2023-06-01,Cancelled,Standard,"8088 Willow Way, San Francisco, CA",13.6
794,3918,418,2025-01-03,Pending,Standard,"3577 Main St, Charlotte, NC",2.17
795,3479,216,2025-01-20,Delivered,Express,"2647 Pine Rd, Philadelphia, PA",14.02
796,7009,476,2025-07-16,Delivered,Overnight,"5748 Birch Blvd, Houston, TX",16.17
797,1885,323,2024-10-30,Delivered,Standard,"1322 Maple Dr, Fort Worth, TX",0.88
798,4586,313,2022-06-14,Delivered,Overnight,"5389 Maple Dr, Austin, TX",9.28
799,368,191,2025-02-25,Pending,Standard,"1971 Birch Blvd, Charlotte, NC",13.21
800,6894,383,2025-10-24,Shipped,Overnight,"4003 Willow Way, San Jose, CA",17.16
801,7054,220,2023-05-19,Pending,Standard,"4751 Willow Way, Los Angeles, CA",5.83
802,5775,110,2023-07-05,Delivered,Overnight,"7947 Cedar Ln, Jacksonville, FL",12.34
803,1378,142,2022-05-18,Pending,Express,"8028 Pine Rd, Los Angeles, CA",0.95
804,4671,337,2022-09-27,Pending,Express,"3247 Maple Dr, Austin, TX",16.69
805,218,30,2025-03-05,Pending,Standard,"8810 Pine Rd, Jacksonville, FL",4.9
806,4699,437,2022-05-25,Cancelled,Express,"4944 Elm St, Austin, TX",2.92
807,7295,135,2024-02-10,Shipped,Express,"7669 Pine Rd, San Jose, CA",16.03
808,6647,438,2025-09-01,Delivered,Express,"1681 Main St, San Jose, CA",9.19
809,5967,485,2024-07-18,Pending,Standard,"7757 Main St, Washington, DC",3.68
810,4265,255,2025-08-20,Cancelled,Overnight,"3395 Cedar Ln, Charlotte, NC",19.48
811,6708,394,2023-09-23,Pending,Standard,"7044 Birch Blvd, Austin, TX",5.19
812,5089,8,2022-11-05,Delivered,Overnight,"4338 Oak Ave, Phoenix, AZ",14.6
813,5698,294,2023-09-30,Shipped,Standard,"3651 Cedar Ln, San Jose, CA",8.77
814,5497,103,2024-04-06,Shipped,Express,"9110 Cedar Ln, Houston, TX",9.58
815,1158,345,2023-06-23,Shipped,Express,"3645 Birch Blvd, Indianapolis, IN",15.19
816,6197,113,2025-05-16,Cancelled,Standard,"9783 Cedar Ln, Phoenix, AZ",19.69
817,5096,449,2024-09-02,Shipped,Express,"4856 Pine Rd, Philadelphia, PA",10.67
818,3011,180,2022-05-25,Delivered,Standard,"1523 Elm St, Jacksonville, FL",11.91
819,6198,99,2024-12-28,Pending,Express,"9230 Oak Ave, New York, NY",17.08
820,5580,382,2023-11-02,Cancelled,Express,"8013 Oak Ave, Indianapolis, IN",11.35
821,5953,271,2024-09-09,Shipped,Express,"791 Cedar Ln, Columbus, OH",18.01
822,1667,368,2023-12-24,Shipped,Express,"8877 Maple Dr, San Jose, CA",12.07
823,239,313,2022-02-09,Shipped,Express,"988 Willow Way, Columbus, OH",3.39
824,4006,319,2025-02-27,Delivered,Overnight,"1922 Maple Dr, Chicago, IL",16.96
825,7119,295,2023-07-07,Cancelled,Overnight,"5412 Willow Way, Chicago, IL",16.77
826,1804,434,2022-05-21,Delivered,Standard,"2871 Maple Dr, Denver, CO",17.67
827,7582,29,2024-12-26,Shipped,Express,"1035 Main St, San Francisco, CA",15.76
828,584,359,2025-12-02,Shipped,Standard,"1366 Willow Way, Columbus, OH",10.66
829,2234,205,2022-07-26,Pending,Express,"2848 Cedar Ln, Los Angeles, CA",14.27
830,3223,160,2023-01-07,Cancelled,Overnight,"2393 Main St, Indianapolis, IN",9.81
831,4831,170,2024-07-18,Shipped,Standard,"593 Cedar Ln, Chicago, IL",15.52
832,779,55,2024-12-27,Pending,Standard,"4986 Oak Ave, Washington, DC",6.42
833,2058,74,2023-12-12,Shipped,Overnight,"2511 Cedar Ln, Dallas, TX",6.11
834,4271,67,2023-07-30,Cancelled,Standard,"1929 Cedar Ln, Seattle, WA",5.12
835,4939,261,2025-01-27,Cancelled,Express,"6392 Cedar Ln, Phoenix, AZ",18.76
836,4065,233,2025-06-18,Pending,Standard,"3267 Cedar Ln, San Diego, CA",11.29
837,6198,472,2023-11-15,Cancelled,Express,"9230 Oak Ave, New York, NY",16.86
838,7540,314,2023-09-27,Pending,Overnight,"7457 Pine Rd, Columbus, OH",1.66
839,5592,151,2023-02-02,Shipped,Overnight,"5128 Maple Dr, Houston, TX",5.6
840,799,442,2025-11-07,Cancelled,Standard,"6954 Oak Ave, San Antonio, TX",7.76
841,2803,235,2024-11-26,Delivered,Standard,"3674 Maple Dr, Houston, TX",6.77
842,751,405,2022-09-01,Cancelled,Standard,"2928 Elm St, Los Angeles, CA",16.93
843,7070,246,2023-10-14,Cancelled,Express,"2267 Elm St, Fort Worth, TX",2.65
844,6493,211,2024-07-02,Delivered,Express,"2558 Cedar Ln, Dallas, TX",13.39
845,933,473,2022-12-22,Cancelled,Overnight,"3006 Main St, Houston, TX",5.59
846,3795,334,2025-08-11,Delivered,Express,"3183 Cedar Ln, Indianapolis, IN",8.36
847,1887,69,2023-04-22,Cancelled,Express,"9753 Cedar Ln, San Diego, CA",3.42
848,2321,23,2025-07-10,Cancelled,Express,"2779 Oak Ave, Philadelphia, PA",11.4
849,7311,88,2023-11-27,Pending,Overnight,"1408 Birch Blvd, Jacksonville, FL",10.47
850,6917,318,2024-07-07,Cancelled,Overnight,"1619 Cedar Ln, Columbus, OH",12.1
851,7133,88,2022-07-15,Cancelled,Express,"2874 Birch Blvd, Denver, CO",9.16
852,539,8,2022-05-31,Shipped,Overnight,"2403 Birch Blvd, Philadelphia, PA",11.14
853,1171,477,2023-11-14,Delivered,Express,"8813 Elm St, Denver, CO",1.04
854,6809,397,2022-02-14,Cancelled,Standard,"801 Pine Rd, Fort Worth, TX",9.34
855,5114,427,2025-02-15,Shipped,Overnight,"1228 Maple Dr, San Francisco, CA",8.41
856,4859,440,2024-12-19,Pending,Standard,"9506 Birch Blvd, Phoenix, AZ",1.43
857,6554,94,2023-07-21,Shipped,Overnight,"1272 Willow Way, Houston, TX",14.38
858,3789,86,2022-01-04,Cancelled,Standard,"406 Cedar Ln, Denver, CO",0.31
859,2204,499,2025-11-29,Cancelled,Standard,"1349 Elm St, Philadelphia, PA",8.45
860,1845,355,2024-12-05,Shipped,Standard,"6855 Cedar Ln, Dallas, TX",6.1
861,3990,273,2024-11-06,Pending,Standard,"3082 Pine Rd, Dallas, TX",7.24
862,4745,149,2024-09-11,Shipped,Overnight,"5817 Oak Ave, Chicago, IL",11.16
863,4480,12,2022-08-15,Delivered,Overnight,"2253 Birch Blvd, Washington, DC",15.32
864,4636,24,2022-03-22,Cancelled,Standard,"9872 Maple Dr, San Jose, CA",2.08
865,4106,402,2022-09-03,Cancelled,Express,"4360 Main St, Indianapolis, IN",4.51
866,7362,152,2023-07-11,Cancelled,Express,"1407 Willow Way, Seattle, WA",2.48
867,5430,315,2023-01-18,Shipped,Standard,"5292 Pine Rd, San Francisco, CA",7.94
868,3154,134,2023-01-01,Shipped,Express,"5674 Elm St, New York, NY",12.63
869,2347,134,2023-02-08,Pending,Express,"264 Willow Way, San Jose, CA",1.5
870,3434,144,2022-08-23,Shipped,Express,"1417 Birch Blvd, Charlotte, NC",9.42
871,5249,399,2023-04-09,Cancelled,Standard,"6423 Cedar Ln, Chicago, IL",15.54
872,5037,208,2024-10-03,Shipped,Express,"9433 Maple Dr, Houston, TX",8.1
873,4180,265,2023-04-26,Cancelled,Overnight,"1140 Main St, Los Angeles, CA",9.99
874,6487,103,2022-03-10,Cancelled,Standard,"4513 Willow Way, San Jose, CA",8.39
875,7115,423,2023-09-14,Shipped,Overnight,"8434 Willow Way, Columbus, OH",0.86
876,2745,115,2025-12-04,Cancelled,Overnight,"7098 Cedar Ln, Dallas, TX",12.93
877,4947,361,2023-09-04,Delivered,Standard,"9997 Maple Dr, San Jose, CA",17.79
878,3113,238,2023-09-18,Pending,Standard,"8321 Main St, San Francisco, CA",10.88
879,5349,129,2025-09-03,Pending,Overnight,"715 Oak Ave, New York, NY",14.63
880,3105,226,2024-06-06,Delivered,Standard,"4638 Elm St, Phoenix, AZ",4.07
881,171,256,2023-01-22,Delivered,Overnight,"1593 Main St, Houston, TX",7.93
882,7871,253,2022-03-30,Delivered,Standard,"4796 Cedar Ln, Columbus, OH",8.61
883,7451,463,2025-01-23,Shipped,Standard,"5102 Pine Rd, Jacksonville, FL",9.83
884,4966,97,2025-04-26,Cancelled,Standard,"7987 Cedar Ln, Philadelphia, PA",15.09
885,3365,334,2023-06-11,Pending,Express,"325 Willow Way, Philadelphia, PA",2.19
886,7375,12,2024-08-30,Pending,Express,"7195 Birch Blvd, Fort Worth, TX",6.09
887,3826,356,2024-09-10,Shipped,Overnight,"940 Pine Rd, Austin, TX",12.2
888,680,27,2025-03-09,Pending,Standard,"2145 Willow Way, San Francisco, CA",18.42
889,1339,150,2025-04-30,Cancelled,Standard,"9307 Main St, San Diego, CA",3.02
890,6845,339,2024-06-11,Delivered,Standard,"8938 Willow Way, Philadelphia, PA",3.1
891,1654,25,2025-06-29,Delivered,Express,"3331 Maple Dr, Fort Worth, TX",10.03
892,6723,163,2025-11-03,Shipped,Overnight,"5197 Main St, Houston, TX",19.48
893,1027,499,2022-07-09,Pending,Express,"9797 Willow Way, Charlotte, NC",11.83
894,4467,344,2025-06-28,Pending,Standard,"7855 Maple Dr, Houston, TX",6.59
895,5078,241,2023-03-14,Shipped,Standard,"1932 Willow Way, Denver, CO",16.05
896,6663,385,2023-12-04,Cancelled,Express,"8808 Main St, Washington, DC",8.35
897,4112,158,2022-08-23,Pending,Standard,"7993 Maple Dr, San Jose, CA",13.87
898,4969,189,2025-03-11,Shipped,Overnight,"391 Birch Blvd, San Jose, CA",9.97
899,6939,302,2025-05-21,Pending,Express,"4968 Main St, San Diego, CA",2.45
900,1118,189,2024-08-19,Shipped,Standard,"8914 Pine Rd, Austin, TX",0.62
901,4969,161,2024-04-24,Cancelled,Standard,"391 Birch Blvd, San Jose, CA",8.51
902,3465,321,2024-03-16,Delivered,Standard,"200 Birch Blvd, Los Angeles, CA",7.78
903,7990,242,2025-06-21,Cancelled,Standard,"8418 Maple Dr, Dallas, TX",13.44
904,7389,291,2022-02-19,Cancelled,Standard,"662 Pine Rd, San Antonio, TX",5.49
905,1855,276,2022-07-15,Cancelled,Overnight,"4671 Pine Rd, San Francisco, CA",10.27
906,226,379,2022-06-13,Delivered,Overnight,"1196 Pine Rd, Phoenix, AZ",4.16
907,5787,355,2024-02-25,Cancelled,Standard,"7754 Oak Ave, Phoenix, AZ",18.4
908,1582,331,2024-02-12,Pending,Standard,"3295 Oak Ave, Fort Worth, TX",7.11
909,7924,137,2022-03-22,Pending,Overnight,"2271 Oak Ave, Columbus, OH",6.83
910,3085,406,2023-10-16,Pending,Express,"7841 Main St, Austin, TX",4.17
911,6559,10,2024-03-16,Delivered,Express,"8054 Willow Way, Fort Worth, TX",4.67
912,2147,457,2022-09-03,Pending,Standard,"8085 Oak Ave, Seattle, WA",3.53
913,2965,343,2025-10-12,Pending,Overnight,"9312 Pine Rd, Denver, CO",8.95
914,1615,471,2023-11-13,Delivered,Overnight,"1681 Cedar Ln, San Antonio, TX",6.98
915,5288,71,2023-01-08,Delivered,Overnight,"8508 Oak Ave, Jacksonville, FL",19.76
916,5637,405,2025-08-27,Cancelled,Express,"7240 Oak Ave, Houston, TX",12.04
917,584,491,2024-06-13,Pending,Express,"1366 Willow Way, Columbus, OH",17.49
918,4403,410,2024-02-27,Cancelled,Overnight,"2939 Maple Dr, San Antonio, TX",9.27
919,3748,423,2024-11-19,Shipped,Express,"9966 Willow Way, San Francisco, CA",12.46
920,4702,107,2023-10-17,Pending,Standard,"8613 Maple Dr, San Antonio, TX",3.38
921,7919,454,2024-06-20,Shipped,Express,"1843 Cedar Ln, Fort Worth, TX",15.96
922,1416,137,2022-08-19,Shipped,Overnight,"4100 Maple Dr, San Francisco, CA",10.48
923,3230,304,2024-08-02,Shipped,Standard,"3572 Cedar Ln, Indianapolis, IN",4.94
924,366,219,2023-08-07,Shipped,Standard,"4690 Cedar Ln, Chicago, IL",6.22
925,4996,472,2023-08-12,Pending,Express,"5479 Cedar Ln, Fort Worth, TX",11.82
926,7016,428,2022-03-16,Shipped,Standard,"1634 Oak Ave, Austin, TX",18.71
927,5154,171,2023-12-05,Pending,Overnight,"9279 Main St, Philadelphia, PA",11.24
928,3321,457,2023-02-03,Shipped,Express,"2738 Birch Blvd, Chicago, IL",1.15
929,607,270,2022-03-12,Delivered,Express,"2676 Elm St, Los Angeles, CA",13.0
930,1365,169,2024-04-28,Shipped,Express,"3519 Main St, New York, NY",2.54
931,2367,360,2022-11-12,Delivered,Overnight,"5809 Birch Blvd, Los Angeles, CA",5.21
932,2030,93,2024-04-08,Shipped,Express,"1927 Birch Blvd, Los Angeles, CA",12.06
933,632,158,2023-01-29,Cancelled,Express,"5704 Main St, San Jose, CA",4.44
934,5139,321,2023-07-30,Delivered,Overnight,"8678 Cedar Ln, Columbus, OH",16.76
935,2062,378,2025-08-31,Pending,Overnight,"7502 Pine Rd, New York, NY",0.76
936,682,344,2022-03-24,Cancelled,Standard,"4809 Birch Blvd, Houston, TX",1.96
937,2307,239,2022-09-30,Pending,Overnight,"123 Oak Ave, Houston, TX",1.53
938,6121,194,2024-11-25,Cancelled,Express,"890 Oak Ave, Philadelphia, PA",2.53
939,6715,258,2023-06-25,Delivered,Express,"1853 Elm St, New York, NY",19.14
940,5603,360,2022-06-02,Pending,Overnight,"5615 Willow Way, Fort Worth, TX",19.88
941,6697,186,2022-11-04,Pending,Overnight,"1643 Main St, San Jose, CA",15.33
942,3486,73,2022-08-09,Pending,Standard,"8015 Birch Blvd, Charlotte, NC",7.15
943,2791,116,2023-03-08,Cancelled,Express,"2936 Pine Rd, Fort Worth, TX",14.64
944,2083,83,2024-09-20,Delivered,Express,"9903 Oak Ave, Chicago, IL",18.68
945,4662,109,2025-11-17,Shipped,Overnight,"6072 Willow Way, Austin, TX",2.96
946,722,185,2024-02-16,Pending,Overnight,"9102 Willow Way, Denver, CO",8.83
947,334,411,2023-07-02,Delivered,Standard,"1854 Pine Rd, San Diego, CA",17.31
948,4201,382,2024-01-30,Delivered,Express,"3339 Elm St, Austin, TX",16.56
949,1458,415,2025-02-27,Shipped,Express,"7013 Elm St, Dallas, TX",8.87
950,3823,387,2022-11-28,Shipped,Standard,"7020 Main St, Columbus, OH",17.97
951,6021,85,2023-08-28,Delivered,Overnight,"1491 Cedar Ln, San Francisco, CA",19.6
952,1336,167,2024-08-13,Cancelled,Overnight,"9402 Cedar Ln, Fort Worth, TX",14.79
953,7713,188,2025-04-14,Cancelled,Express,"2591 Elm St, Seattle, WA",8.34
954,4095,423,2023-04-05,Shipped,Overnight,"2302 Oak Ave, New York, NY",10.18
955,1045,496,2023-09-27,Delivered,Standard,"3384 Pine Rd, Chicago, IL",3.22
956,5285,73,2022-10-07,Shipped,Overnight,"2058 Oak Ave, Houston, TX",5.96
957,495,392,2023-08-27,Cancelled,Overnight,"9317 Oak Ave, Denver, CO",10.65
958,3957,491,2022-10-20,Delivered,Overnight,"6603 Cedar Ln, Chicago, IL",18.41
959,5491,307,2023-07-28,Shipped,Standard,"2364 Willow Way, Indianapolis, IN",1.82
960,7000,20,2022-03-16,Cancelled,Express,"2472 Maple Dr, Chicago, IL",4.41
961,5064,353,2023-08-09,Delivered,Standard,"3996 Birch Blvd, Indianapolis, IN",0.31
962,6663,33,2023-08-08,Shipped,Overnight,"8808 Main St, Washington, DC",6.16
963,7220,250,2023-11-06,Delivered,Overnight,"3392 Maple Dr, Fort Worth, TX",13.91
964,780,273,2024-08-09,Delivered,Standard,"5628 Pine Rd, Indianapolis, IN",6.6
965,4122,454,2023-01-13,Delivered,Overnight,"721 Pine Rd, Indianapolis, IN",5.2
966,7473,223,2025-06-04,Delivered,Express,"3616 Oak Ave, Charlotte, NC",19.5
967,7124,64,2023-11-09,Cancelled,Express,"2237 Elm St, Fort Worth, TX",4.89
968,2466,373,2024-02-28,Shipped,Overnight,"8664 Birch Blvd, Denver, CO",3.43
969,954,385,2023-06-18,Cancelled,Express,"6882 Cedar Ln, Phoenix, AZ",7.04
970,1140,374,2022-12-10,Shipped,Express,"6334 Willow Way, Denver, CO",1.41
971,7728,79,2023-12-05,Delivered,Standard,"8081 Maple Dr, Philadelphia, PA",9.29
972,4587,133,2023-02-12,Shipped,Standard,"8773 Elm St, Denver, CO",14.02
973,1608,478,2022-08-05,Shipped,Standard,"3649 Maple Dr, San Jose, CA",14.28
974,969,409,2025-08-09,Cancelled,Express,"7728 Pine Rd, San Francisco, CA",11.99
975,2129,473,2023-04-20,Pending,Standard,"6800 Willow Way, San Diego, CA",5.33
976,4973,175,2024-12-16,Pending,Express,"4672 Oak Ave, Denver, CO",6.48
977,5912,388,2024-02-11,Cancelled,Overnight,"7637 Maple Dr, Austin, TX",9.06
978,7008,397,2024-04-13,Pending,Overnight,"2529 Cedar Ln, Indianapolis, IN",2.35
979,392,225,2022-07-25,Shipped,Express,"1788 Maple Dr, San Jose, CA",8.14
980,5231,499,2023-09-28,Pending,Express,"3423 Pine Rd, Austin, TX",14.02
981,1083,17,2024-09-06,Cancelled,Standard,"5453 Elm St, San Francisco, CA",6.28
982,2439,257,2025-08-07,Shipped,Overnight,"795 Willow Way, San Jose, CA",15.38
983,5226,322,2024-12-28,Pending,Express,"9229 Cedar Ln, Phoenix, AZ",6.72
984,4555,393,2024-02-22,Delivered,Overnight,"2199 Pine Rd, Fort Worth, TX",0.44
985,4247,216,2022-10-08,Delivered,Standard,"1034 Willow Way, Indianapolis, IN",7.94
986,6150,202,2022-03-10,Pending,Standard,"3537 Pine Rd, Seattle, WA",16.23
987,4748,403,2024-07-14,Pending,Overnight,"2573 Birch Blvd, Charlotte, NC",0.53
988,786,483,2023-07-21,Pending,Overnight,"241 Cedar Ln, Austin, TX",5.23
989,5823,112,2022-11-22,Pending,Overnight,"2611 Willow Way, Seattle, WA",8.96
990,4698,400,2025-09-13,Pending,Standard,"4386 Cedar Ln, Philadelphia, PA",18.21
991,268,320,2024-09-07,Shipped,Standard,"7976 Elm St, Indianapolis, IN",1.02
992,6151,85,2023-06-13,Cancelled,Overnight,"1278 Maple Dr, Charlotte, NC",0.93
993,6091,342,2023-02-10,Delivered,Standard,"8846 Oak Ave, Jacksonville, FL",3.45
994,5876,279,2025-10-19,Cancelled,Express,"5954 Elm St, Columbus, OH",2.67
995,3136,310,2022-10-04,Pending,Express,"9037 Cedar Ln, Phoenix, AZ",11.6
996,1713,377,2023-09-09,Pending,Express,"740 Oak Ave, Philadelphia, PA",10.21
997,3034,376,2024-08-15,Pending,Express,"4091 Willow Way, Seattle, WA",14.69
998,542,154,2023-08-21,Delivered,Express,"9502 Oak Ave, San Antonio, TX",13.91
999,2475,303,2023-01-16,Cancelled,Overnight,"1550 Pine Rd, Los Angeles, CA",9.33
1000,1388,34,2025-01-14,Shipped,Standard,"3315 Pine Rd, Dallas, TX",11.58
1001,770,194,2025-04-16,Pending,Express,"7522 Cedar Ln, Phoenix, AZ",7.2
1002,6877,138,2024-02-19,Cancelled,Overnight,"2880 Elm St, New York, NY",5.94
1003,4281,308,2024-05-01,Pending,Express,"3447 Main St, Philadelphia, PA",14.7
1004,6357,206,2025-05-07,Pending,Express,"4797 Cedar Ln, Los Angeles, CA",7.33
1005,6335,124,2023-10-09,Delivered,Overnight,"9528 Elm St, Chicago, IL",12.34
1006,3082,364,2022-07-06,Pending,Standard,"1189 Maple Dr, Charlotte, NC",18.12
1007,4113,409,2024-09-03,Delivered,Overnight,"6357 Cedar Ln, Charlotte, NC",15.47
1008,2091,465,2023-02-02,Cancelled,Express,"7725 Willow Way, San Francisco, CA",15.0
1009,6058,138,2022-09-17,Delivered,Express,"8176 Maple Dr, San Antonio, TX",19.29
1010,2360,157,2022-10-31,Cancelled,Overnight,"2211 Oak Ave, San Francisco, CA",1.65
1011,5925,336,2022-05-28,Shipped,Standard,"3045 Cedar Ln, Austin, TX",14.42
1012,6697,7,2022-01-27,Cancelled,Standard,"1643 Main St, San Jose, CA",0.28
